title,url
【第1回】Twitterクローンアプリで学ぶアソシエーション勉強会,https://www.youtube.com/embed/mTeCYotISMk
【第2回】Twitterクローンアプリで学ぶアソシエーション勉強会,https://www.youtube.com/embed/V85-9-6wBtM
【初心者必見】Rails環境構築中のエラーを一緒に解決してみた,https://www.youtube.com/embed/qZEHjMtsEq0
