title,url
高卒・アラサーからプログラマーに転職したあじーさんのインタビュー,https://www.youtube.com/embed/jvSOJvq_kAg
36歳携帯販売員からプログラマーに転職した田中さんのインタビュー,https://www.youtube.com/embed/f-MOZRFL1EQ
機械学習エンジニアのとみーさん対談,https://www.youtube.com/embed/1H_Bwe1XHcE
